"rt","accuracy","targetType","difficulty","n","observer","targPresent"
7.0094,1,"lines","mid",64,"1",0
1.3145,1,"lines","mid",65,"1",1
7.1453,0,"lines","hard",66,"1",1
11.2775,1,"lines","hard",67,"1",0
13.2382,1,"lines","mid",68,"1",0
0.8336,1,"lines","easy",69,"1",1
0.6331,1,"lines","mid",70,"1",1
3.0087,1,"lines","easy",71,"1",0
0.8506,1,"lines","mid",72,"1",1
7.2425,1,"lines","hard",73,"1",0
12.0539,0,"lines","hard",74,"1",1
1.1017,1,"lines","mid",75,"1",1
2.8682,1,"lines","easy",76,"1",0
6.1027,0,"lines","hard",77,"1",1
0.6762,1,"lines","easy",78,"1",1
8.1384,0,"lines","hard",79,"1",1
1.075,1,"lines","mid",80,"1",1
4.1525,1,"lines","hard",81,"1",1
10.079,1,"lines","mid",82,"1",1
10.4029,1,"lines","hard",83,"1",0
1.2719,1,"lines","easy",84,"1",1
11.5128,1,"lines","hard",85,"1",0
6.9954,1,"lines","hard",86,"1",0
5.618,0,"lines","hard",87,"1",1
1.7,1,"lines","easy",88,"1",1
0.5847,1,"lines","easy",89,"1",1
2.712,1,"lines","easy",90,"1",0
3.8843,1,"lines","easy",91,"1",0
3.8729,1,"lines","easy",92,"1",0
0.6296,1,"lines","easy",93,"1",1
0.5554,1,"lines","easy",94,"1",1
6.4567,1,"lines","mid",95,"1",0
10.6979,0,"lines","mid",96,"1",1
9.7782,1,"lines","mid",97,"1",0
1.6224,1,"lines","mid",98,"1",1
0.9987,1,"lines","mid",99,"1",1
3.3644,1,"lines","mid",100,"1",0
0.5946,1,"lines","easy",101,"1",1
0.5404,1,"lines","easy",102,"1",1
3.1095,1,"lines","easy",103,"1",0
11.3649,0,"lines","hard",104,"1",1
9.5759,0,"lines","hard",105,"1",1
1.8235,1,"lines","mid",106,"1",1
10.1077,1,"lines","mid",107,"1",0
0.6568,1,"lines","easy",108,"1",1
0.6711,1,"lines","mid",109,"1",1
0.5953,1,"lines","easy",110,"1",1
3.0927,1,"lines","easy",111,"1",0
0.6662,1,"lines","easy",112,"1",1
4.3982,1,"lines","mid",113,"1",0
18.7616,1,"lines","hard",114,"1",0
3.7397,1,"lines","mid",115,"1",0
4.0277,1,"lines","easy",116,"1",0
2.9359,1,"lines","easy",117,"1",0
10.5577,1,"lines","hard",118,"1",1
6.9833,1,"lines","hard",119,"1",0
0.7638,1,"lines","easy",120,"1",1
0.7527,1,"lines","mid",121,"1",1
2.5466,1,"lines","mid",122,"1",0
1.2994,1,"lines","hard",123,"1",1
2.7992,1,"lines","mid",124,"1",0
4.2563,1,"lines","hard",125,"1",0
5.6313,1,"lines","hard",126,"1",0
1.7575,1,"lines","mid",127,"1",1
1.0475,1,"lines","mid",128,"1",1
1.2614,1,"lines","hard",129,"1",1
8.6349,1,"lines","hard",130,"1",0
23.3223,0,"lines","hard",131,"1",1
19.2638,1,"lines","mid",132,"1",0
0.5837,1,"lines","easy",133,"1",1
0.6093,1,"lines","mid",134,"1",1
2.6631,1,"lines","easy",135,"1",0
6.1696,1,"lines","hard",136,"1",0
8.0016,1,"lines","hard",137,"1",0
8.859,0,"lines","hard",138,"1",1
2.8727,1,"lines","easy",139,"1",0
0.6144,1,"lines","mid",140,"1",1
2.618,1,"lines","mid",141,"1",0
0.6225,1,"lines","easy",142,"1",1
4.1072,1,"lines","hard",143,"1",1
5.4494,1,"lines","hard",144,"1",0
4.5175,1,"lines","mid",145,"1",0
6.012,1,"lines","hard",146,"1",0
0.9081,1,"lines","mid",147,"1",1
3.6145,0,"lines","hard",148,"1",1
4.7047,0,"lines","hard",149,"1",1
